1,-40.657433,-40.657433
2,-123.02451,-41.481102
3,-109.86634,-42.164955
4,-119.09484,-42.934254
5,-107.72926,-43.582207
6,-105.68023,-44.203186
7,-106.59673,-44.82712
8,-106.05891,-45.43944
9,-106.40277,-46.049072
10,-106.06274,-46.649208
11,-106.433556,-47.24705
12,-102.23359,-47.796917
13,-95.443504,-48.27338
14,-88.6749,-48.677395
15,-105.23412,-105.23412
16,-97.03007,-105.152084
17,-109.72012,-105.19776
18,-125.721306,-105.40299
19,-142.74667,-105.77643
20,-107.518005,-105.793846
21,-106.978386,-105.805695
22,-105.29325,-105.80057
23,-107.69096,-105.81947
24,-107.24884,-105.83376
25,-107.9907,-105.85534
26,-107.273544,-105.86952
27,-104.92023,-105.86003
28,293.1911,-101.86952
29,-132.29349,-102.17377
30,313.9548,-98.01248
31,318.14917,-93.85087
32,319.78015,-89.71456
33,322.65726,-85.59084
34,325.89517,-81.47598
35,323.20264,-77.4292
36,324.99603,-73.404945
37,324.33905,-69.427505
38,325.9386,-65.47385
39,324.76944,-61.57141
40,327.0895,-57.6848
41,321.43314,-53.89362
42,324.7947,-50.106735
43,324.61633,-46.359505
44,326.6938,-42.62897
45,324.6633,-38.95605
46,324.70517,-35.31944
47,323.6344,-31.7299
48,325.84674,-28.154135
49,325.90475,-24.613544
50,322.4928,-21.14248
51,324.77997,-17.683258
52,326.9229,-14.237197
53,327.68118,-10.818013
54,325.8716,-7.451117
55,329.27057,-4.0839005
56,324.95126,-0.7935486
57,325.77258,2.4721127
58,322.7493,5.6748843
59,325.68198,8.874955
60,325.7307,12.043512
61,327.86237,15.201701
62,324.52005,18.294886
63,328.42502,21.396187
64,325.31787,24.435402
65,321.44247,27.405472
66,322.72202,30.358639
67,324.99008,33.304955
68,326.2818,36.234722
69,324.26544,39.11503
70,322.49622,41.948837
71,320.76855,44.737038
72,325.72122,47.546883
73,326.21594,50.333572
74,325.4038,53.08428
75,323.7065,55.7905
76,324.0019,58.47262
77,325.32642,61.14116
78,326.25046,63.79225
79,325.81003,66.41243
80,329.37888,69.04209
81,324.56238,71.59729
82,-77.77626,70.10355
83,326.9213,72.67173
84,318.5636,75.13065
85,326.0624,77.63997
86,324.9249,80.11282
87,321.07837,82.522484
88,322.88193,84.92608
89,325.94705,87.33629
90,324.24713,89.7054
91,324.82532,92.056595
92,322.98532,94.36588
93,325.4442,96.67667
